688554896,679400,32996596,638424,1013862,20956,591892696,1505484
1037707222,679400,6587976,638424,14968994,20956,1470731500,1505484
287645234,679400,22923384,638424,52827940,20956,102681700,1505484
134356672,679400,3057426,638424,55334224,20956,1646183662,1505484
1214192040,679400,36007318,638424,9343556,20956,181026060,1505484
477113370,679400,1956858,638424,92282524,20956,1767404662,1505484
1843938730,679400,10946338,638424,30290826,20956,1312638896,1505484
2072020558,679400,4160466,638424,32495958,20956,1717026256,1505484
1458276512,679400,14251088,638424,16574830,20956,1467152268,1505484
805631944,679400,23366654,638424,10648528,20956,960344414,1505484
1946331266,679400,2564988,638424,3940646,20956,577679508,1505484
1850962974,679400,29457558,638424,3933490,20956,1799395142,983016
279702212,679400,2432552,638424,2128092,20956,327821396,983016
1895051358,679400,14429336,638424,37269556,20956,984763692,983016
984149102,679400,15910760,638424,21364868,20956,921225380,983016
772582794,679400,18841936,638424,15728590,20956,1356764758,983016
1531971542,679400,16259394,638424,6014878,20956,221188972,983016
320908702,679400,9786032,638424,8003978,20956,2002491156,983016
2065080126,679400,7800628,638424,15987306,20956,957338936,983016
1760278560,679400,12540902,638424,24332002,20956,1537519866,983016
2118366762,679400,14561124,638424,21314974,34920,677029008,983016
2085974932,679400,13495454,638424,99753940,34920,1614895820,983016
135954162,679400,1801980,638424,3899282,34920,2025320,983016
173718618,679400,64759448,638424,8216294,34920,1420753862,983016
1952978172,679400,13561780,638424,20251820,34920,1244085124,983016
529672260,679400,17510628,638424,10582872,34920,475943194,983016
1380544644,679400,75013458,638424,3039348,34920,863033584,983016
981564696,679400,41384782,638424,2049626,34920,1236159578,983016
1485385124,679400,4164372,638424,64973868,34920,1768284496,983016
1251983984,679400,85616138,638424,4802810,34920,771086332,983016
199361314,679400,46995958,638424,18973808,34920,1201949902,983016
1833177632,679400,30612722,638424,11956662,34920,900004622,983016
138602130,679400,20970412,638424,2902652,34920,510199994,983016
1655754332,679400,2946502,638424,11932774,34920,20878424,983016
1489859804,679400,14553574,638424,16280452,34920,488117326,983016
1061035848,679400,17724534,638424,35206730,34920,1696082806,983016
1268323702,679400,7289674,638424,4140698,34920,711724774,983016
841247590,679400,10185084,638424,5085794,34920,27285578,983016
2102669778,679400,13709324,638424,1665590,34920,885626782,983016
446388172,679400,22436696,638424,51413740,34920,1497587946,983016
1839078886,679400,9999962,638424,890610,34920,1390216176,983016
1505318178,679400,8765084,638424,17630770,34920,466152330,983016
2083100842,679400,18890910,638424,6505142,34920,1006408272,983016
1802833062,679400,6994022,638424,19007008,34920,1055597818,983016
983137346,679400,19433448,638424,18027762,34920,1220670668,983016
1073736794,679400,6790812,638424,14813240,34920,684862138,983016
115481766,679400,5646156,638424,12609586,34920,2129821292,983016
1345694218,679400,12938686,638424,1722570,34920,235623444,983016
1802217144,679400,67498282,638424,71205906,34920,1442959546,983016
1024455590,679400,5827092,638424,1484506,34920,1585676228,983016
940967210,679400,7033076,638424,3838714,34920,1547489328,983016
718418262,679400,25289486,638424,15865714,34920,1430018386,983016
522719328,679400,24832388,638424,15576672,34920,724200104,983016
369289598,679400,6016116,638424,6703686,34920,1526583482,983016
642252440,679400,154278,638424,796128,34920,2062166402,983016
997729646,679400,4863266,638424,35042348,34920,967508904,983016
61713664,679400,56537384,638424,12734808,34920,1524397042,983016
1663852138,679400,6046512,638424,12876454,34920,1785348620,983016
796297380,679400,22821016,638424,25949238,34920,1666824508,983016
988359836,679400,1687788,638424,1672378,34920,325828116,983016
1227696016,679400,1982952,638424,1062874,34920,868070462,983016
699711142,679400,41855580,638424,22283534,34920,183585820,983016
1935684410,679400,17776166,638424,920904,34920,1227689616,983016
213639560,679400,27840224,638424,53633720,34920,646317344,983016
1898823938,679400,4098708,638424,60162184,34920,431364456,983016
215507772,679400,10438198,638424,10620564,34920,992216200,983016
855055206,679400,15173282,638424,395230,34920,35501000,983016
468270804,679400,41778050,638424,1235424,34920,1431468998,983016
961949672,679400,26558566,638424,14635612,34920,1104572654,983016
32996596,679400,9595328,638424,47763070,34920,446634696,983016
771298598,679400,35821314,638424,4817790,34920,1946835746,30020716
925242722,679400,11796988,638424,24222030,34920,969418896,30020716
291563530,679400,8233356,638424,10187756,34920,308191540,30020716
1930929332,679400,3355072,638424,6318902,34920,916843626,30020716
779499238,679400,1860370,638424,14728018,34920,1494783762,30020716
151794858,679400,70919416,638424,12318152,34920,325506218,30020716
1093211428,679400,73568036,638424,50559184,34920,2136589748,30020716
1010586926,679400,11652652,638424,25223430,34920,670012946,30020716
1543895934,679400,41821058,638424,15052406,34920,1845983272,30020716
256374166,679400,45354068,638424,35324018,34920,1801508622,30020716
552523452,679400,26735696,638424,17082068,34920,1404093486,30020716
394208688,679400,1049566,638424,10352146,34920,112069336,30020716
351961414,679400,9398130,638424,13669570,34920,1295464494,30020716
1305656172,679400,13436314,638424,41147806,34920,2135689238,30020716
451607358,679400,9545264,638424,34769260,34920,2058163894,30020716
704944978,679400,3302438,638424,16941194,34920,1869953180,30020716
1707844986,679400,10900814,638424,10930026,34920,1364675166,30020716
2120420384,679400,7926060,638424,29289886,34920,1081595078,30020716
397039778,679400,4753538,638424,18430336,34920,175127958,30020716
1025136394,679400,13188802,638424,3264514,34920,1446671270,30020716
37177162,679400,3988424,638424,8060446,34920,1967322124,30020716
441703300,679400,17363226,638424,15921988,34920,667149332,30020716
855385456,679400,9602226,638424,41789984,34920,948986754,30020716
567081268,679400,5933218,638424,19474974,34920,1179033908,30020716
1222896772,679400,6569650,638424,21077040,34920,1542459330,30020716
1357603444,679400,6392246,638424,21068592,34920,1990060898,30020716
246770074,679400,22444102,638424,933512,34920,618680220,30020716
721388300,679400,11376164,638424,31902676,34920,2116881166,30020716
1361949956,679400,4030372,638424,13334886,34920,1147388460,30020716
815741040,679400,24167020,638424,4396098,34920,196274898,30020716
1863417426,679400,652922,638424,137989270,34920,912295810,30020716
756099790,679400,29464340,638424,123215452,34920,1165204826,30020716
1793318994,679400,337828,638424,6827942,34920,1533437456,30020716
1033868832,679400,7151640,638424,10039294,34920,1237712250,30020716
1625235568,679400,23297934,638424,15671014,34920,11819408,30020716
2145945742,679400,62679312,638424,1736880,34920,239005968,30020716
686715198,679400,15864330,638424,40098346,34920,2007058936,30020716
78029486,679400,174108,638424,1023822,34920,237748570,30020716
1878808018,679400,9106642,638424,5024234,34920,1634274136,30020716
1875308714,679400,37465034,638424,31268926,34920,1376394138,30020716
714208830,679400,19967686,638424,3682346,34920,483519030,30020716
279783940,679400,6096478,638424,43614660,34920,127459624,30020716
218223846,679400,31202370,638424,3602560,34920,731766724,30020716
1506724268,679400,87357472,638424,11423310,34920,1323624498,30020716
1412526846,679400,13315540,638424,5072930,34920,1310227072,30020716
1480495400,679400,193552,638424,43125230,34920,405651360,30020716
1021995080,679400,31372478,638424,16314516,34920,1486734176,30020716
74732008,679400,9718908,638424,1455658,34920,1767708050,30020716
1615231752,679400,14340480,638424,81632578,34920,13515270,30020716
339596774,679400,38269542,638424,5091754,34920,2106459326,30020716
2052171272,679400,9591158,638424,4174570,34920,615005238,30020716
1550588208,679400,20754046,638424,34585288,34920,938753092,30020716
2070781258,679400,15491118,638424,15479150,34920,970496458,30020716
226292146,679400,2480160,638424,13270352,34920,1989126944,30020716
645408100,679400,62558978,638424,39744630,34920,1073222478,30020716
1454925408,679400,14617390,638424,56290882,34920,1060996128,30020716
510135590,679400,19753528,638424,5717862,34920,101529858,30020716
467888916,679400,28223596,638424,37987362,34920,1403360530,30020716
939208968,679400,565640,638424,24377764,34920,1369305960,30020716
435100874,679400,50474586,638424,5340160,34920,1203053722,30020716
