86611,97.000000
111287,73.000000
574622,48.000000
289644,47.000000
220255,53.000000
166244,51.000000
243073,46.000000
55411,57.000000
459612,57.000000
224444,61.000000
5587,63.000000
135038,59.000000
527594,76.000000
262166,58.000000
54009,47.000000
754367,56.000000
450760,86.000000
138767,54.000000
46565,46.000000
27478,55.000000
880564,54.000000
37718,58.000000
106172,75.000000
61932,71.000000
64733,84.000000
877773,76.000000
77769,86.000000
7449,90.000000
56342,58.000000
407458,76.000000
312459,84.000000
58207,84.000000
284051,74.000000
577424,62.000000
593255,76.000000
208148,85.000000
139700,85.000000
205823,67.000000
118279,55.000000
372063,54.000000
1965088,55.000000
88945,55.000000
243078,75.000000
230033,57.000000
111292,52.000000
160190,57.000000
128994,84.000000
138306,54.000000
254719,58.000000
562985,76.000000
244474,71.000000
215605,56.000000
444707,61.000000
779982,113.000000
124792,60.000000
237020,67.000000
70781,54.000000
864262,59.000000
237486,57.000000
437259,85.000000
46572,56.000000
82420,116.000000
137370,53.000000
73101,76.000000
1627489,55.000000
77762,51.000000
42375,58.000000
444707,58.000000
115952,76.000000
563455,76.000000
9307,79.000000
269613,62.000000
3058924,55.000000
2394432,54.000000
1431442,54.000000
16299,53.000000
910838,76.000000
105706,51.000000
109898,56.000000
370666,58.000000
20027,76.000000
90338,65.000000
527592,54.000000
223519,59.000000
711531,64.000000
808856,54.000000
28864,62.000000
74037,57.000000
396279,75.000000
581148,75.000000
81957,50.000000
146222,56.000000
226315,65.000000
81027,50.000000
274272,57.000000
350648,63.000000
99184,67.000000
314322,136.000000
149008,90.000000
2330,74.000000
