13.000000,57.000000,649.000000,5262.000000,95.000000,5095.000000,210.000000,14976.000000
4.000000,44.000000,370.000000,5359.000000,128.000000,5152.000000,194.000000,18563.000000
5.000000,38.000000,327.000000,5686.000000,118.000000,5088.000000,193.000000,15639.000000
4.000000,37.000000,322.000000,5494.000000,110.000000,6830.000000,192.000000,15179.000000
4.000000,39.000000,312.000000,6026.000000,106.000000,7263.000000,208.000000,15697.000000
3.000000,36.000000,314.000000,5224.000000,97.000000,5946.000000,194.000000,19057.000000
11.000000,36.000000,331.000000,5312.000000,98.000000,5407.000000,194.000000,18415.000000
4.000000,38.000000,306.000000,4920.000000,95.000000,5154.000000,194.000000,16393.000000
4.000000,35.000000,386.000000,4997.000000,97.000000,5889.000000,193.000000,16526.000000
8.000000,36.000000,341.000000,5052.000000,96.000000,5370.000000,194.000000,16359.000000
4.000000,35.000000,309.000000,4863.000000,97.000000,5565.000000,194.000000,15788.000000
3.000000,38.000000,298.000000,4833.000000,105.000000,5973.000000,200.000000,17113.000000
3.000000,36.000000,278.000000,4771.000000,98.000000,5083.000000,193.000000,19671.000000
4.000000,35.000000,280.000000,6353.000000,98.000000,5042.000000,193.000000,15528.000000
3.000000,38.000000,276.000000,7044.000000,110.000000,5156.000000,193.000000,16689.000000
3.000000,35.000000,278.000000,5107.000000,101.000000,6587.000000,193.000000,18585.000000
3.000000,38.000000,278.000000,5172.000000,108.000000,5659.000000,193.000000,16722.000000
3.000000,38.000000,275.000000,5766.000000,99.000000,5024.000000,195.000000,16031.000000
3.000000,36.000000,277.000000,5139.000000,113.000000,4838.000000,192.000000,18238.000000
3.000000,35.000000,276.000000,5320.000000,129.000000,4677.000000,193.000000,18743.000000
6.000000,36.000000,265.000000,4960.000000,97.000000,5012.000000,193.000000,16064.000000
3.000000,43.000000,306.000000,5709.000000,99.000000,5633.000000,193.000000,19880.000000
12.000000,49.000000,266.000000,6308.000000,96.000000,4831.000000,193.000000,16517.000000
3.000000,36.000000,250.000000,4966.000000,98.000000,5005.000000,193.000000,19533.000000
3.000000,39.000000,328.000000,4927.000000,101.000000,5138.000000,259.000000,17944.000000
4.000000,45.000000,352.000000,5113.000000,100.000000,5549.000000,211.000000,16861.000000
3.000000,39.000000,353.000000,5834.000000,97.000000,6233.000000,209.000000,18869.000000
10.000000,38.000000,352.000000,4690.000000,99.000000,6179.000000,268.000000,17460.000000
3.000000,35.000000,353.000000,4733.000000,101.000000,5336.000000,210.000000,15496.000000
3.000000,35.000000,423.000000,5440.000000,98.000000,5224.000000,209.000000,16904.000000
3.000000,36.000000,311.000000,5786.000000,99.000000,5148.000000,210.000000,15869.000000
3.000000,35.000000,310.000000,4791.000000,98.000000,6363.000000,248.000000,20094.000000
3.000000,34.000000,309.000000,4667.000000,99.000000,6428.000000,206.000000,15796.000000
3.000000,37.000000,315.000000,4731.000000,97.000000,5277.000000,240.000000,16062.000000
3.000000,33.000000,309.000000,5009.000000,100.000000,6309.000000,205.000000,17522.000000
3.000000,34.000000,308.000000,4635.000000,99.000000,5239.000000,209.000000,17554.000000
3.000000,37.000000,313.000000,5743.000000,98.000000,7254.000000,244.000000,16916.000000
6.000000,34.000000,307.000000,5020.000000,99.000000,6999.000000,253.000000,17866.000000
3.000000,33.000000,310.000000,4656.000000,111.000000,5461.000000,262.000000,18216.000000
3.000000,34.000000,299.000000,4779.000000,98.000000,5233.000000,274.000000,18015.000000
3.000000,36.000000,277.000000,4780.000000,97.000000,5682.000000,274.000000,17018.000000
3.000000,34.000000,278.000000,4586.000000,98.000000,5892.000000,284.000000,19685.000000
4.000000,34.000000,287.000000,4776.000000,99.000000,6389.000000,277.000000,21633.000000
3.000000,36.000000,279.000000,5201.000000,98.000000,5325.000000,278.000000,16660.000000
3.000000,34.000000,274.000000,5010.000000,98.000000,5185.000000,282.000000,15496.000000
3.000000,34.000000,275.000000,4758.000000,97.000000,6985.000000,270.000000,16374.000000
3.000000,36.000000,278.000000,4493.000000,99.000000,5815.000000,267.000000,15710.000000
5.000000,34.000000,274.000000,5122.000000,105.000000,6056.000000,270.000000,15406.000000
3.000000,42.000000,276.000000,4746.000000,97.000000,5270.000000,298.000000,19072.000000
3.000000,33.000000,258.000000,4607.000000,99.000000,5439.000000,386.000000,15815.000000
